statename,state,Year,Month,pop,laborforce_participation,Employed_prct,unemp_rate
D.C.,DC,2018,4,573570,70.7,66.6,5.8
Florida,FL,2018,4,17130876,59.3,57,3.7
Georgia,GA,2018,4,8068835,63,60.5,4.1
Hawaii,HI,2018,4,1093245,62.1,60.6,2.3
Idaho,ID,2018,4,1327791,64.2,62.3,2.9
Illinois,IL,2018,4,10022255,64.5,61.7,4.3
Indiana,IN,2018,4,5200666,64.9,62.7,3.5
Iowa,IA,2018,4,2456844,68.5,66.7,2.7
Kansas,KS,2018,4,2220074,66.5,64.3,3.3
Kentucky,KY,2018,4,3481290,59.1,56.5,4.3
Louisiana,LA,2018,4,3580773,58.9,56,5
Maine,ME,2018,4,1102685,63.2,61.2,3.2
Maryland,MD,2018,4,4744850,67.8,65,4.1
Massachusetts,MA,2018,4,5606303,67.3,65,3.5
Michigan,MI,2018,4,7969518,61.6,58.9,4.3
Minnesota,MN,2018,4,4382030,70,67.9,3
Mississippi,MS,2018,4,2286099,55.6,52.9,4.8
Missouri,MO,2018,4,4786436,63.8,61.7,3.3
Montana,MT,2018,4,840125,62.8,60.5,3.7
Nebraska,NE,2018,4,1468912,69.5,67.5,2.9
Nevada,NV,2018,4,2364665,63.2,60.3,4.6
New Hampshire,NH,2018,4,1110733,68.5,66.7,2.6
New Jersey,NJ,2018,4,7059361,62.7,60,4.3
New Mexico,NM,2018,4,1628550,57.4,54.6,4.9
New York,NY,2018,4,15696287,60.6,58,4.3
North Carolina,NC,2018,4,8113307,61.3,58.9,4
North Dakota,ND,2018,4,579878,69.7,67.9,2.6
Ohio,OH,2018,4,9208495,62.7,59.9,4.6
Oklahoma,OK,2018,4,3007165,61.4,59.2,3.6
Oregon,OR,2018,4,3361874,62.3,59.8,4
Pennsylvania,PA,2018,4,10256737,62.5,59.8,4.3
Rhode Island,RI,2018,4,860595,64.5,61.8,4.1
South Carolina,SC,2018,4,3989533,58.4,56.4,3.5
South Dakota,SD,2018,4,665592,68.9,66.8,3.1
Tennessee,TN,2018,4,5311120,61,58.8,3.6
Texas,TX,2018,4,21517198,64.1,61.5,4
Utah,UT,2018,4,2286658,68.4,66.3,3.1
Vermont,VT,2018,4,516848,66.9,65.2,2.6
Virginia,VA,2018,4,6624713,65.4,63.4,3.1
Washington,WA,2018,4,5913978,64,61.2,4.5
West Virginia,WV,2018,4,1456349,53.8,50.9,5.4
Wisconsin,WI,2018,4,4604488,67.9,65.9,3
Wyoming,WY,2018,4,447575,65.1,62.5,3.9
Alabama,AL,2018,5,3843434,57.6,55.3,4
Alaska,AK,2018,5,546007,64.7,60.5,6.5
Arizona,AZ,2018,5,5582438,61,58.1,4.7
Arkansas,AR,2018,5,2331154,58,55.8,3.7
California,CA,2018,5,30961445,62.2,59.6,4.3
Colorado,CO,2018,5,4461166,68.9,66.8,3.1
Connecticut,CT,2018,5,2881553,65.8,63,4.2
Delaware,DE,2018,5,768791,62.6,60.2,3.9
D.C.,DC,2018,5,573923,70.6,66.6,5.7
Florida,FL,2018,5,17151274,59.2,57.1,3.7
Georgia,GA,2018,5,8076879,62.9,60.4,4
Hawaii,HI,2018,5,1093121,62,60.5,2.4
Idaho,ID,2018,5,1330302,64.2,62.3,2.9
Illinois,IL,2018,5,10020216,64.5,61.7,4.3
Indiana,IN,2018,5,5203600,65,62.7,3.5
Iowa,IA,2018,5,2457492,68.6,66.8,2.6
Kansas,KS,2018,5,2220650,66.5,64.3,3.3
Kentucky,KY,2018,5,3482066,59.1,56.6,4.4
Louisiana,LA,2018,5,3580498,58.9,55.9,5
Maine,ME,2018,5,1103118,63.1,61.1,3.2
Maryland,MD,2018,5,4745862,67.8,65.1,4
Massachusetts,MA,2018,5,5608746,67.5,65.1,3.4
Michigan,MI,2018,5,7971446,61.6,59,4.2
Minnesota,MN,2018,5,4385013,70,67.9,2.9
Mississippi,MS,2018,5,2285712,55.6,52.9,4.8
Missouri,MO,2018,5,4787807,63.8,61.7,3.2
Montana,MT,2018,5,840850,62.8,60.5,3.7
Nebraska,NE,2018,5,1469735,69.5,67.5,2.9
Nevada,NV,2018,5,2368845,63.2,60.4,4.5
New Hampshire,NH,2018,5,1111342,68.6,66.8,2.6
New Jersey,NJ,2018,5,7059936,62.7,60.1,4.2
New Mexico,NM,2018,5,1628990,57.5,54.7,4.8
New York,NY,2018,5,15693628,60.7,58.1,4.2
North Carolina,NC,2018,5,8122373,61.3,58.9,4
North Dakota,ND,2018,5,580006,69.6,67.8,2.6
Ohio,OH,2018,5,9210590,62.8,59.9,4.6
Oklahoma,OK,2018,5,3008078,61.3,59.2,3.5
Oregon,OR,2018,5,3365078,62.2,59.8,4
Pennsylvania,PA,2018,5,10258088,62.5,59.9,4.3
Rhode Island,RI,2018,5,860818,64.4,61.8,4
South Carolina,SC,2018,5,3994208,58.4,56.4,3.4
South Dakota,SD,2018,5,666028,68.9,66.8,3.1
Tennessee,TN,2018,5,5315719,61,58.8,3.6
Texas,TX,2018,5,21543080,64,61.5,3.9
Utah,UT,2018,5,2290953,68.4,66.3,3.1
Vermont,VT,2018,5,516932,66.9,65.2,2.6
Virginia,VA,2018,5,6627715,65.4,63.4,3.1
Washington,WA,2018,5,5921439,64,61.2,4.4
West Virginia,WV,2018,5,1455662,53.9,51,5.3
Wisconsin,WI,2018,5,4606438,67.8,65.8,3
Wyoming,WY,2018,5,447607,65.1,62.5,3.9
Alabama,AL,2018,6,3844630,57.7,55.4,4
Alaska,AK,2018,6,545939,64.6,60.4,6.5
Arizona,AZ,2018,6,5591578,61.1,58.2,4.7
Arkansas,AR,2018,6,2332053,58,55.9,3.6
California,CA,2018,6,30974240,62.2,59.6,4.2
Colorado,CO,2018,6,4467807,68.9,66.8,3.2
Connecticut,CT,2018,6,2882034,65.9,63.2,4.2
Delaware,DE,2018,6,769472,62.6,60.2,3.8
D.C.,DC,2018,6,574243,70.5,66.5,5.7
Florida,FL,2018,6,17172246,59.2,57.1,3.6
Georgia,GA,2018,6,8085136,62.8,60.4,3.9
Hawaii,HI,2018,6,1093048,61.9,60.4,2.5
Idaho,ID,2018,6,1332885,64.2,62.4,2.9
Illinois,IL,2018,6,10018446,64.5,61.7,4.3
Indiana,IN,2018,6,5206701,65,62.7,3.5
Iowa,IA,2018,6,2458209,68.7,66.9,2.6
Kansas,KS,2018,6,2221213,66.5,64.4,3.3
Kentucky,KY,2018,6,3482991,59.1,56.5,4.4
Louisiana,LA,2018,6,3580334,58.9,55.9,5
Maine,ME,2018,6,1103558,63.1,61,3.3
Maryland,MD,2018,6,4746988,67.8,65.1,4
Massachusetts,MA,2018,6,5611366,67.5,65.3,3.4
Michigan,MI,2018,6,7973567,61.5,59,4.1
Minnesota,MN,2018,6,4388079,69.9,67.9,2.9
Mississippi,MS,2018,6,2285356,55.5,52.9,4.8
Missouri,MO,2018,6,4789409,63.7,61.7,3.1
Montana,MT,2018,6,841603,62.8,60.5,3.6
Nebraska,NE,2018,6,1470609,69.6,67.5,2.9
Nevada,NV,2018,6,2373073,63.3,60.5,4.4
New Hampshire,NH,2018,6,1111931,68.6,66.8,2.6
New Jersey,NJ,2018,6,7060676,62.7,60.1,4.1
New Mexico,NM,2018,6,1629520,57.5,54.7,4.8
New York,NY,2018,6,15691389,60.7,58.2,4.1
North Carolina,NC,2018,6,8131696,61.3,58.9,3.9
North Dakota,ND,2018,6,580120,69.5,67.7,2.6
Ohio,OH,2018,6,9212905,62.7,59.9,4.5
Oklahoma,OK,2018,6,3009142,61.2,59.1,3.4
Oregon,OR,2018,6,3368404,62.1,59.7,3.9
Pennsylvania,PA,2018,6,10259797,62.6,59.9,4.2
Rhode Island,RI,2018,6,861044,64.4,61.9,3.9
South Carolina,SC,2018,6,3998978,58.4,56.4,3.4
South Dakota,SD,2018,6,666487,68.9,66.8,3.1
Tennessee,TN,2018,6,5320456,61.1,58.9,3.6
Texas,TX,2018,6,21569571,64,61.5,3.9
Utah,UT,2018,6,2295254,68.3,66.2,3.1
Vermont,VT,2018,6,517026,66.8,65.1,2.6
Virginia,VA,2018,6,6630840,65.4,63.4,3
Washington,WA,2018,6,5929062,64.1,61.2,4.4
West Virginia,WV,2018,6,1455018,53.9,51.1,5.3
Wisconsin,WI,2018,6,4608506,67.7,65.7,3
Wyoming,WY,2018,6,447634,65.1,62.5,3.9
Alabama,AL,2018,7,3845970,57.7,55.4,4
Alaska,AK,2018,7,545912,64.5,60.4,6.4
Arizona,AZ,2018,7,5600987,61.1,58.3,4.7
Arkansas,AR,2018,7,2333026,58,55.9,3.6
California,CA,2018,7,30988160,62.2,59.6,4.2
Colorado,CO,2018,7,4474617,69,66.7,3.2
Connecticut,CT,2018,7,2882652,66,63.3,4.1
Delaware,DE,2018,7,770208,62.6,60.2,3.7
D.C.,DC,2018,7,574657,70.4,66.4,5.7
Florida,FL,2018,7,17193893,59.1,57.1,3.5
Georgia,GA,2018,7,8093813,62.7,60.3,3.9
Hawaii,HI,2018,7,1092974,61.8,60.2,2.5
Idaho,ID,2018,7,1335499,64.2,62.4,2.9
Illinois,IL,2018,7,10017118,64.5,61.7,4.3
Indiana,IN,2018,7,5210043,65,62.7,3.5
Iowa,IA,2018,7,2459029,68.7,67,2.5
Kansas,KS,2018,7,2221921,66.5,64.4,3.2
Kentucky,KY,2018,7,3484040,59.1,56.5,4.4
Louisiana,LA,2018,7,3580292,58.8,55.8,5
Maine,ME,2018,7,1104089,63,60.9,3.3
Maryland,MD,2018,7,4748337,67.8,65.2,3.9
Massachusetts,MA,2018,7,5614226,67.6,65.3,3.3
Michigan,MI,2018,7,7976064,61.5,59,4
Minnesota,MN,2018,7,4391399,69.9,67.9,2.8
Mississippi,MS,2018,7,2285123,55.5,52.9,4.7
Missouri,MO,2018,7,4791138,63.6,61.7,3
Montana,MT,2018,7,842397,62.8,60.5,3.6
Nebraska,NE,2018,7,1471509,69.6,67.6,2.9
Nevada,NV,2018,7,2377365,63.3,60.5,4.4
New Hampshire,NH,2018,7,1112591,68.6,66.8,2.5
New Jersey,NJ,2018,7,7061701,62.7,60.2,4
New Mexico,NM,2018,7,1630100,57.5,54.8,4.8
New York,NY,2018,7,15689803,60.6,58.2,4
North Carolina,NC,2018,7,8141370,61.2,58.8,3.9
North Dakota,ND,2018,7,580285,69.4,67.6,2.6
Ohio,OH,2018,7,9215644,62.7,59.9,4.5
Oklahoma,OK,2018,7,3010305,61.1,59.1,3.3
Oregon,OR,2018,7,3371859,62.1,59.6,3.9
Pennsylvania,PA,2018,7,10261941,62.6,60,4.2
Rhode Island,RI,2018,7,861329,64.4,61.9,3.9
South Carolina,SC,2018,7,4003900,58.4,56.4,3.3
South Dakota,SD,2018,7,666950,68.9,66.8,3
Tennessee,TN,2018,7,5325460,61.1,58.9,3.5
Texas,TX,2018,7,21596849,64,61.5,3.8
Utah,UT,2018,7,2299697,68.2,66.2,3.1
Vermont,VT,2018,7,517160,66.8,65.1,2.5
Virginia,VA,2018,7,6634290,65.4,63.4,3
Washington,WA,2018,7,5936941,64.1,61.3,4.4
West Virginia,WV,2018,7,1454398,54,51.2,5.2
Wisconsin,WI,2018,7,4610796,67.6,65.5,3
Wyoming,WY,2018,7,447682,65.1,62.5,3.9
Alabama,AL,2018,8,3847839,57.8,55.5,3.9
Alaska,AK,2018,8,545851,64.4,60.3,6.4
Arizona,AZ,2018,8,5611520,61.2,58.3,4.7
Arkansas,AR,2018,8,2334202,58,55.9,3.6
California,CA,2018,8,31002129,62.2,59.6,4.2
Colorado,CO,2018,8,4481225,69,66.7,3.2
Connecticut,CT,2018,8,2883091,66.1,63.4,4
Delaware,DE,2018,8,771034,62.5,60.2,3.7
D.C.,DC,2018,8,574929,70.3,66.4,5.6
Florida,FL,2018,8,17214943,59.1,57.1,3.4
Georgia,GA,2018,8,8103628,62.6,60.2,3.8
Hawaii,HI,2018,8,1092944,61.7,60.1,2.6
Idaho,ID,2018,8,1338441,64.2,62.4,2.8
Illinois,IL,2018,8,10016942,64.5,61.7,4.3
Indiana,IN,2018,8,5213803,65,62.7,3.5
Iowa,IA,2018,8,2460089,68.8,67.1,2.5
Kansas,KS,2018,8,2222816,66.5,64.4,3.2
Kentucky,KY,2018,8,3485278,59.1,56.5,4.4
Louisiana,LA,2018,8,3580429,58.7,55.8,4.9
Maine,ME,2018,8,1104768,62.9,60.8,3.3
Maryland,MD,2018,8,4750029,67.8,65.2,3.9
Massachusetts,MA,2018,8,5616586,67.7,65.4,3.3
Michigan,MI,2018,8,7978512,61.5,59,3.9
Minnesota,MN,2018,8,4394696,69.9,67.9,2.8
Mississippi,MS,2018,8,2285620,55.4,52.8,4.7
Missouri,MO,2018,8,4793479,63.6,61.7,3
Montana,MT,2018,8,843175,62.8,60.5,3.6
Nebraska,NE,2018,8,1472476,69.6,67.6,2.9
Nevada,NV,2018,8,2381751,63.4,60.6,4.4
New Hampshire,NH,2018,8,1113447,68.6,66.9,2.5
New Jersey,NJ,2018,8,7063346,62.7,60.2,3.9
New Mexico,NM,2018,8,1631154,57.6,54.8,4.8
New York,NY,2018,8,15688696,60.7,58.3,3.9
North Carolina,NC,2018,8,8151202,61.2,58.8,3.9
North Dakota,ND,2018,8,580540,69.3,67.6,2.6
Ohio,OH,2018,8,9218814,62.7,59.9,4.4
Oklahoma,OK,2018,8,3012319,61,59,3.2
Oregon,OR,2018,8,3375488,62,59.6,4
Pennsylvania,PA,2018,8,10264542,62.6,60,4.2
Rhode Island,RI,2018,8,861632,64.3,61.9,3.8
South Carolina,SC,2018,8,4009500,58.4,56.5,3.3
South Dakota,SD,2018,8,667500,68.9,66.8,3
Tennessee,TN,2018,8,5330765,61.1,59,3.5
Texas,TX,2018,8,21628777,63.9,61.5,3.7
Utah,UT,2018,8,2304372,68.2,66.1,3
Vermont,VT,2018,8,517322,66.7,65,2.5
Virginia,VA,2018,8,6638287,65.4,63.5,2.9
Washington,WA,2018,8,5944798,64.2,61.4,4.4
West Virginia,WV,2018,8,1453964,54,51.2,5.1
Wisconsin,WI,2018,8,4613270,67.4,65.4,3
Wyoming,WY,2018,8,447926,65.1,62.5,3.9
Alabama,AL,2018,9,3849700,57.8,55.6,3.8
Alaska,AK,2018,9,545827,64.4,60.3,6.3
Arizona,AZ,2018,9,5621997,61.3,58.4,4.7
Arkansas,AR,2018,9,2335366,58,55.9,3.6
California,CA,2018,9,31015939,62.2,59.6,4.2
Colorado,CO,2018,9,4487838,69,66.8,3.3
Connecticut,CT,2018,9,2883536,66.2,63.5,4
Delaware,DE,2018,9,771859,62.5,60.3,3.6
D.C.,DC,2018,9,575215,70.3,66.3,5.6
Florida,FL,2018,9,17235903,59.1,57.1,3.4
Georgia,GA,2018,9,8113343,62.5,60.2,3.8
Hawaii,HI,2018,9,1092878,61.5,59.9,2.7
Idaho,ID,2018,9,1341435,64.2,62.4,2.8
Illinois,IL,2018,9,10016704,64.5,61.8,4.2
Indiana,IN,2018,9,5217512,65,62.7,3.5
Iowa,IA,2018,9,2461147,68.9,67.2,2.5
Kansas,KS,2018,9,2223722,66.5,64.4,3.2
Kentucky,KY,2018,9,3486488,59,56.5,4.3
Louisiana,LA,2018,9,3580600,58.7,55.8,4.9
Maine,ME,2018,9,1105424,62.8,60.8,3.3
Maryland,MD,2018,9,4751716,67.9,65.3,3.8
Massachusetts,MA,2018,9,5618892,67.7,65.5,3.3
Michigan,MI,2018,9,7980886,61.5,59.1,3.9
Minnesota,MN,2018,9,4398038,69.9,67.9,2.9
Mississippi,MS,2018,9,2286101,55.4,52.8,4.8
Missouri,MO,2018,9,4795816,63.6,61.7,3
Montana,MT,2018,9,843954,62.8,60.5,3.6
Nebraska,NE,2018,9,1473489,69.6,67.6,2.9
Nevada,NV,2018,9,2386101,63.4,60.7,4.3
New Hampshire,NH,2018,9,1114276,68.6,66.9,2.5
New Jersey,NJ,2018,9,7064945,62.7,60.3,3.8
New Mexico,NM,2018,9,1632230,57.6,54.8,4.8
New York,NY,2018,9,15687535,60.7,58.3,3.9
North Carolina,NC,2018,9,8161023,61.2,58.8,3.9
North Dakota,ND,2018,9,580759,69.3,67.5,2.5
Ohio,OH,2018,9,9221933,62.7,60,4.4
Oklahoma,OK,2018,9,3014315,60.9,59,3.2
Oregon,OR,2018,9,3379043,62,59.6,4
Pennsylvania,PA,2018,9,10267051,62.7,60.1,4.1
Rhode Island,RI,2018,9,861948,64.3,61.9,3.8
South Carolina,SC,2018,9,4015103,58.4,56.5,3.3
South Dakota,SD,2018,9,668041,68.9,66.8,3
Tennessee,TN,2018,9,5336029,61.2,59.1,3.5
Texas,TX,2018,9,21660609,63.9,61.6,3.7
Utah,UT,2018,9,2309040,68.2,66.1,3
Vermont,VT,2018,9,517454,66.6,65,2.5
Virginia,VA,2018,9,6642278,65.4,63.5,2.9
Washington,WA,2018,9,5952610,64.3,61.4,4.4
West Virginia,WV,2018,9,1453515,54.1,51.3,5.1
Wisconsin,WI,2018,9,4615678,67.4,65.4,3
Wyoming,WY,2018,9,448191,65,62.5,3.9
Alabama,AL,2018,10,3851529,57.9,55.7,3.7
Alaska,AK,2018,10,545761,64.3,60.2,6.3
Arizona,AZ,2018,10,5632421,61.4,58.5,4.8
Arkansas,AR,2018,10,2336524,58.1,56,3.6
California,CA,2018,10,31029427,62.3,59.7,4.2
Colorado,CO,2018,10,4494435,69,66.8,3.3
Connecticut,CT,2018,10,2883940,66.2,63.6,3.9
Delaware,DE,2018,10,772663,62.5,60.3,3.6
D.C.,DC,2018,10,575531,70.3,66.3,5.6
Florida,FL,2018,10,17256711,59.2,57.2,3.4
Georgia,GA,2018,10,8123030,62.5,60.1,3.8
Hawaii,HI,2018,10,1092806,61.4,59.8,2.7
Idaho,ID,2018,10,1344371,64.3,62.4,2.9
Illinois,IL,2018,10,10016386,64.6,61.8,4.3
Indiana,IN,2018,10,5221216,65,62.7,3.5
Iowa,IA,2018,10,2462178,69.1,67.4,2.5
Kansas,KS,2018,10,2224625,66.5,64.4,3.2
Kentucky,KY,2018,10,3487705,59,56.5,4.3
Louisiana,LA,2018,10,3580714,58.7,55.8,4.8
Maine,ME,2018,10,1106102,62.8,60.7,3.3
Maryland,MD,2018,10,4753332,67.9,65.3,3.8
Massachusetts,MA,2018,10,5621223,67.7,65.6,3.2
Michigan,MI,2018,10,7983272,61.6,59.1,4
Minnesota,MN,2018,10,4401319,70,67.9,2.9
Mississippi,MS,2018,10,2286531,55.4,52.7,4.9
Missouri,MO,2018,10,4798106,63.6,61.7,3
Montana,MT,2018,10,844729,62.7,60.5,3.6
Nebraska,NE,2018,10,1474436,69.7,67.6,2.9
Nevada,NV,2018,10,2390445,63.5,60.8,4.3
New Hampshire,NH,2018,10,1115150,68.6,66.9,2.5
New Jersey,NJ,2018,10,7066538,62.8,60.4,3.8
New Mexico,NM,2018,10,1633322,57.7,54.9,4.9
New York,NY,2018,10,15686211,60.8,58.4,3.9
North Carolina,NC,2018,10,8170761,61.2,58.8,3.9
North Dakota,ND,2018,10,581020,69.3,67.5,2.5
Ohio,OH,2018,10,9224983,62.8,60,4.4
Oklahoma,OK,2018,10,3016276,60.8,58.9,3.2
Oregon,OR,2018,10,3382611,62.1,59.5,4.1
Pennsylvania,PA,2018,10,10269503,62.7,60.1,4.1
Rhode Island,RI,2018,10,862256,64.3,61.9,3.8
South Carolina,SC,2018,10,4020643,58.5,56.6,3.3
South Dakota,SD,2018,10,668585,68.9,66.8,3
Tennessee,TN,2018,10,5341250,61.4,59.3,3.4
Texas,TX,2018,10,21692178,64,61.6,3.7
Utah,UT,2018,10,2313711,68.2,66.1,3
Vermont,VT,2018,10,517628,66.6,64.9,2.4
Virginia,VA,2018,10,6646197,65.5,63.6,2.9
Washington,WA,2018,10,5960458,64.4,61.5,4.4
West Virginia,WV,2018,10,1453055,54.2,51.5,5
Wisconsin,WI,2018,10,4618124,67.3,65.3,3
Wyoming,WY,2018,10,448404,65,62.5,3.8
Alabama,AL,2018,11,3852896,57.9,55.8,3.7
Alaska,AK,2018,11,545666,64.2,60.2,6.2
Arizona,AZ,2018,11,5642124,61.6,58.6,4.8
Arkansas,AR,2018,11,2337345,58.2,56.1,3.6
California,CA,2018,11,31039989,62.4,59.7,4.2
Colorado,CO,2018,11,4500522,69.1,66.8,3.3
Connecticut,CT,2018,11,2883993,66.2,63.7,3.9
Delaware,DE,2018,11,773369,62.5,60.3,3.5
D.C.,DC,2018,11,575781,70.4,66.4,5.7
Florida,FL,2018,11,17275139,59.2,57.2,3.4
Georgia,GA,2018,11,8131847,62.5,60.1,3.8
Hawaii,HI,2018,11,1092736,61.3,59.6,2.8
Idaho,ID,2018,11,1347160,64.3,62.4,2.9
Illinois,IL,2018,11,10014850,64.6,61.8,4.3
Indiana,IN,2018,11,5224241,65.1,62.8,3.6
Iowa,IA,2018,11,2462872,69.3,67.5,2.6
Kansas,KS,2018,11,2225175,66.5,64.4,3.3
Kentucky,KY,2018,11,3488474,59,56.5,4.3
Louisiana,LA,2018,11,3580413,58.7,55.8,4.8
Maine,ME,2018,11,1106614,62.8,60.7,3.3
Maryland,MD,2018,11,4754436,68,65.4,3.8
Massachusetts,MA,2018,11,5622868,67.8,65.6,3.2
Michigan,MI,2018,11,7984627,61.7,59.2,4
Minnesota,MN,2018,11,4404024,70,67.9,3
Mississippi,MS,2018,11,2286727,55.4,52.7,5
Missouri,MO,2018,11,4799773,63.7,61.7,3.1
Montana,MT,2018,11,845407,62.7,60.5,3.5
Nebraska,NE,2018,11,1475205,69.7,67.7,3
Nevada,NV,2018,11,2394546,63.5,60.8,4.3
New Hampshire,NH,2018,11,1115865,68.7,67,2.5
New Jersey,NJ,2018,11,7067262,62.9,60.5,3.8
New Mexico,NM,2018,11,1634184,57.7,54.9,4.9
New York,NY,2018,11,15683199,60.8,58.4,4
North Carolina,NC,2018,11,8179528,61.3,58.9,3.9
North Dakota,ND,2018,11,581187,69.3,67.6,2.4
Ohio,OH,2018,11,9226789,62.9,60.1,4.4
Oklahoma,OK,2018,11,3017900,60.8,58.9,3.2
Oregon,OR,2018,11,3385763,62.1,59.6,4.2
Pennsylvania,PA,2018,11,10270574,62.8,60.2,4.1
Rhode Island,RI,2018,11,862448,64.3,61.9,3.8
South Carolina,SC,2018,11,4025700,58.6,56.6,3.3
South Dakota,SD,2018,11,669011,68.9,66.8,3
Tennessee,TN,2018,11,5345900,61.5,59.4,3.4
Texas,TX,2018,11,21721362,64,61.6,3.7
Utah,UT,2018,11,2318087,68.2,66.1,3
Vermont,VT,2018,11,517714,66.5,64.9,2.4
Virginia,VA,2018,11,6649350,65.6,63.7,2.9
Washington,WA,2018,11,5967550,64.5,61.6,4.5
West Virginia,WV,2018,11,1452408,54.3,51.6,5
Wisconsin,WI,2018,11,4619960,67.3,65.3,3
Wyoming,WY,2018,11,448537,65,62.6,3.7
Alabama,AL,2018,12,3854051,58,55.9,3.6
Alaska,AK,2018,12,545510,64.1,60.2,6.2
Arizona,AZ,2018,12,5651475,61.7,58.7,4.8
Arkansas,AR,2018,12,2338037,58.2,56.1,3.6
California,CA,2018,12,31048631,62.4,59.7,4.3
Colorado,CO,2018,12,4506341,69.1,66.9,3.2
Connecticut,CT,2018,12,2883900,66.2,63.6,3.9
Delaware,DE,2018,12,774071,62.6,60.4,3.5
D.C.,DC,2018,12,575966,70.5,66.4,5.7
Florida,FL,2018,12,17292525,59.3,57.3,3.4
Georgia,GA,2018,12,8140196,62.5,60.1,3.8
Hawaii,HI,2018,12,1092562,61.2,59.5,2.8
Idaho,ID,2018,12,1349831,64.3,62.5,2.9
Illinois,IL,2018,12,10012732,64.7,61.9,4.4
Indiana,IN,2018,12,5227002,65.1,62.8,3.6
Iowa,IA,2018,12,2463432,69.5,67.7,2.6
Kansas,KS,2018,12,2225650,66.6,64.4,3.3
Kentucky,KY,2018,12,3489083,59.1,56.5,4.3
Louisiana,LA,2018,12,3579871,58.6,55.9,4.7
Maine,ME,2018,12,1107068,62.7,60.7,3.3
Maryland,MD,2018,12,4755276,68.1,65.5,3.8
Massachusetts,MA,2018,12,5624222,67.8,65.6,3.1
Michigan,MI,2018,12,7985583,61.8,59.3,4.1
Minnesota,MN,2018,12,4406500,70.1,67.9,3.1
Mississippi,MS,2018,12,2286784,55.5,52.7,5.1
Missouri,MO,2018,12,4801172,63.8,61.8,3.2
Montana,MT,2018,12,846012,62.7,60.5,3.5
Nebraska,NE,2018,12,1475902,69.8,67.7,3
Nevada,NV,2018,12,2398534,63.6,60.9,4.2
New Hampshire,NH,2018,12,1116482,68.8,67,2.5
New Jersey,NJ,2018,12,7067580,63,60.6,3.8
New Mexico,NM,2018,12,1634883,57.8,55,4.9
New York,NY,2018,12,15679291,60.9,58.5,4
North Carolina,NC,2018,12,8187848,61.5,59,4
North Dakota,ND,2018,12,581307,69.3,67.6,2.4
Ohio,OH,2018,12,9228133,62.9,60.2,4.3
Oklahoma,OK,2018,12,3019292,60.8,58.8,3.3
Oregon,OR,2018,12,3388704,62.2,59.6,4.2
Pennsylvania,PA,2018,12,10271058,62.8,60.3,4.1
Rhode Island,RI,2018,12,862607,64.3,61.9,3.7
South Carolina,SC,2018,12,4030544,58.6,56.7,3.4
South Dakota,SD,2018,12,669448,68.9,66.8,3.1
Tennessee,TN,2018,12,5350182,61.7,59.6,3.4
Texas,TX,2018,12,21749117,64,61.7,3.7
Utah,UT,2018,12,2322351,68.2,66.2,2.9
Vermont,VT,2018,12,517776,66.5,64.9,2.4
Virginia,VA,2018,12,6652134,65.7,63.8,3
Washington,WA,2018,12,5974369,64.6,61.7,4.5
West Virginia,WV,2018,12,1451673,54.4,51.7,4.9
Wisconsin,WI,2018,12,4621564,67.3,65.2,3
Wyoming,WY,2018,12,448728,65,62.6,3.6
Alabama,AL,2019,1,3854983,58.1,56,3.6
Alaska,AK,2019,1,545386,64,60.1,6.1
Arizona,AZ,2019,1,5660637,61.7,58.7,4.9
Arkansas,AR,2019,1,2338676,58.3,56.2,3.6
California,CA,2019,1,31056760,62.4,59.7,4.3
Colorado,CO,2019,1,4511919,69.1,66.9,3.2
Connecticut,CT,2019,1,2883660,66.1,63.6,3.8
Delaware,DE,2019,1,774686,62.6,60.4,3.5
D.C.,DC,2019,1,576194,70.6,66.5,5.8
Florida,FL,2019,1,17309363,59.3,57.2,3.4
Georgia,GA,2019,1,8148216,62.5,60.1,3.8
Hawaii,HI,2019,1,1092391,61.1,59.4,2.8
Idaho,ID,2019,1,1352487,64.4,62.5,2.9
Illinois,IL,2019,1,10010253,64.7,61.9,4.4
Indiana,IN,2019,1,5229473,65.1,62.8,3.6
Iowa,IA,2019,1,2463837,69.7,67.9,2.7
Kansas,KS,2019,1,2225956,66.6,64.4,3.3
Kentucky,KY,2019,1,3489504,59.1,56.6,4.2
Louisiana,LA,2019,1,3579199,58.6,55.9,4.7
Maine,ME,2019,1,1107451,62.7,60.6,3.2
Maryland,MD,2019,1,4755914,68.2,65.6,3.8
Massachusetts,MA,2019,1,5625311,67.7,65.6,3.1
Michigan,MI,2019,1,7986098,61.9,59.3,4.2
Minnesota,MN,2019,1,4408745,70.2,67.9,3.2
Mississippi,MS,2019,1,2286727,55.5,52.7,5.1
Missouri,MO,2019,1,4802297,63.9,61.8,3.2
Montana,MT,2019,1,846602,62.7,60.5,3.5
Nebraska,NE,2019,1,1476504,69.8,67.7,3
Nevada,NV,2019,1,2402388,63.6,60.9,4.2
New Hampshire,NH,2019,1,1117097,68.8,67.1,2.5
New Jersey,NJ,2019,1,7067683,63.1,60.7,3.7
New Mexico,NM,2019,1,1635588,57.9,55,5
New York,NY,2019,1,15674769,60.9,58.4,4
North Carolina,NC,2019,1,8195769,61.5,59.1,4
North Dakota,ND,2019,1,581408,69.3,67.7,2.3
Ohio,OH,2019,1,9228927,62.9,60.2,4.3
