"","state.name","date","pollster","grade","samplesize","population","clinton","trump","poll_id","question_id","state"
"7501","North Carolina","10/30/16","Ipsos","A-",348,"lv",46.81,48.61,48244,75545,"NC"
"7502","Colorado","10/13/16","Ipsos","A-",445,"lv",45.01,41.24,47189,73866,"CO"
"7503","Kentucky","11/1/16","SurveyMonkey","C-",1079,"lv",36,54,48431,75901,"KY"
"7504","Kansas","10/10/16","Ipsos","A-",349,"lv",37.87,50.29,47198,73875,"KS"
"7505","Virginia","10/24/16","SurveyMonkey","C-",2518,"lv",49,39,47702,74678,"VA"
"7506","South Dakota","10/22/16","SurveyMonkey","C-",418,"lv",32,53,47597,74487,"SD"
"7507","Illinois","10/30/16","Ipsos","A-",503,"lv",50.68,39.83,48224,75525,"IL"
"7508","Arkansas","10/31/16","SurveyMonkey","C-",696,"lv",34,55,48272,75639,"AR"
"7509","Montana","10/17/16","Google Consumer Surveys","B",125,"lv",38.19,34.88,47129,73762,"MT"
"7510","Utah","11/1/16","SurveyMonkey","C-",1406,"lv",30,34,48458,75928,"UT"
"7511","Michigan","10/22/16","Google Consumer Surveys","B",596,"lv",38.94,32.42,47378,74415,"MI"
"7512","Idaho","10/30/16","SurveyMonkey","C-",442,"lv",30,49,48141,75410,"ID"
"7513","Georgia","9/21/16","Landmark Communications","B",600,"lv",42.9,46.5,46018,71962,"GA"
"7514","North Dakota","10/27/16","SurveyMonkey","C-",260,"lv",32,55,47828,74851,"ND"
"7515","Nebraska","10/24/16","SurveyMonkey","C-",440,"lv",32,53,47683,74659,"NE"
"7516","Utah","10/24/16","SurveyMonkey","C-",1080,"lv",30,33,47700,74676,"UT"
"7517","Connecticut","11/1/16","SurveyMonkey","C-",1114,"lv",51,37,48420,75890,"CT"
"7518","Wisconsin","10/22/16","Google Consumer Surveys","B",763,"lv",41.78,27.01,47404,74441,"WI"
"7519","Louisiana","10/24/16","SurveyMonkey","C-",418,"lv",37,54,47674,74650,"LA"
"7520","Tennessee","11/1/16","SurveyMonkey","C-",1223,"lv",41,49,48456,75926,"TN"
"7521","Illinois","8/2/16","Normington, Petts & Associates","C+",800,"lv",51,32,44794,68591,"IL"
"7522","Pennsylvania","10/30/16","Ipsos","A-",501,"lv",47.57,44.89,48249,75550,"PA"
"7523","New Hampshire","10/29/16","SurveyMonkey","C-",635,"lv",49,35,48050,75179,"NH"
"7524","New Jersey","11/1/16","SurveyMonkey","C-",1119,"lv",53,37,48444,75914,"NJ"
"7525","Missouri","11/1/16","SurveyMonkey","C-",1059,"lv",41,48,48439,75909,"MO"
"7526","North Carolina","10/22/16","Google Consumer Surveys","B",573,"lv",35.52,39.6,47383,74420,"NC"
"7527","South Dakota","10/3/16","Ipsos","A-",105,"lv",34.02,48.01,46854,73300,"SD"
"7528","Nevada","9/17/16","Rasmussen Reports/Pulse Opinion Research","C+",800,"lv",39,42,45896,71680,"NV"
"7529","Missouri","10/24/16","SurveyMonkey","C-",721,"lv",37,48,47681,74657,"MO"
"7530","Florida","9/28/16","Opinion Savvy/InsiderAdvantage","C-",619,"lv",46.6,46.3,46304,72387,"FL"
"7531","West Virginia","10/22/16","SurveyMonkey","C-",410,"lv",29,60,47604,74494,"WV"
"7532","Colorado","8/30/16","Magellan Strategies","C",500,"lv",41,36,45427,70734,"CO"
"7533","Nevada","10/12/16","SurveyMonkey","C-",884,"lv",40,44,47022,73537,"NV"
"7534","New York","10/30/16","Ipsos","A-",575,"lv",53.13,37.14,48243,75544,"NY"
"7535","Michigan","10/30/16","Mitchell Research & Communications","D",953,"lv",47,41,47870,74916,"MI"
"7536","Michigan","7/14/16","YouGov","B",1201,"lv",42,39,44611,68017,"MI"
"7537","Kansas","10/31/16","SurveyMonkey","C-",1162,"lv",36,49,48285,75652,"KS"
"7538","Massachusetts","10/24/16","SurveyMonkey","C-",780,"lv",60,29,47677,74653,"MA"
"7539","Indiana","10/13/16","Ipsos","A-",354,"lv",38.42,49.04,47196,73873,"IN"
"7540","New York","10/17/16","Ipsos","A-",346,"lv",53.73,30.1,47214,73891,"NY"
"7541","Washington","11/1/16","SurveyMonkey","C-",1205,"lv",52,34,48461,75931,"WA"
"7542","Mississippi","10/29/16","SurveyMonkey","C-",623,"lv",41,47,48045,75174,"MS"
"7543","Vermont","10/27/16","SurveyMonkey","C-",422,"lv",51,25,47839,74862,"VT"
"7544","Virginia","10/30/16","Ipsos","A-",543,"lv",48.05,42.13,48256,75557,"VA"
"7545","South Carolina","11/1/16","SurveyMonkey","C-",1683,"lv",43,46,48454,75924,"SC"
"7546","Louisiana","10/10/16","Ipsos","A-",459,"lv",35.5,51.46,47200,73877,"LA"
"7547","District of Columbia","10/12/16","Google Consumer Surveys","B",62,"lv",58.06,21.25,46963,73452,"DC"
"7548","Illinois","10/24/16","SurveyMonkey","C-",1162,"lv",51,34,47669,74645,"IL"
"7549","Montana","10/27/16","SurveyMonkey","C-",382,"lv",38,48,47820,74843,"MT"
"7550","New Jersey","10/30/16","Ipsos","A-",551,"lv",46.94,37.7,48241,75542,"NJ"
"7551","Alaska","10/28/16","SurveyMonkey","C-",300,"lv",38,46,47884,74940,"AK"
"7552","Virginia","8/26/16","Hampton University","B",801,"lv",43,41,45268,69627,"VA"
"7553","New Jersey","10/24/16","SurveyMonkey","C-",734,"lv",54,34,47686,74662,"NJ"
"7554","Alabama","10/10/16","Ipsos","A-",482,"lv",38.4,52.39,47185,73862,"AL"
"7555","Indiana","8/2/16","Expedition Strategies","",600,"lv",44,44,44857,68752,"IN"
"7556","Nebraska","10/31/16","SurveyMonkey","C-",707,"lv",35,51,48296,75663,"NE"
"7557","Oregon","11/1/16","SurveyMonkey","C-",1415,"lv",51,35,48451,75921,"OR"
"7558","South Carolina","10/10/16","Ipsos","A-",304,"lv",43.67,50.89,47220,73897,"SC"
"7559","New Hampshire","9/4/16","Emerson College","B",600,"lv",42,37,45413,70712,"NH"
"7560","Alaska","10/29/16","SurveyMonkey","C-",268,"lv",37,46,48022,75151,"AK"
"7561","West Virginia","10/29/16","SurveyMonkey","C-",318,"lv",29,55,48069,75198,"WV"
"7562","Montana","10/10/16","Ipsos","A-",109,"lv",31.74,50.8,47208,73885,"MT"
"7563","Ohio","10/30/16","Ipsos","A-",545,"lv",46.21,45.98,48246,75547,"OH"
"7564","Texas","10/17/16","Ipsos","A-",405,"lv",39.04,52.23,47223,73900,"TX"
"7565","Minnesota","10/13/16","Ipsos","A-",499,"lv",44.14,32.36,47205,73882,"MN"
"7566","Kansas","10/17/16","Google Consumer Surveys","B",286,"lv",38.59,29.67,47119,73752,"KS"
"7567","Nevada","10/10/16","Ipsos","A-",292,"lv",47.68,43.43,47210,73887,"NV"
"7568","Georgia","8/11/16","YouGov","B",988,"lv",41,45,44847,68733,"GA"
"7569","New Hampshire","10/22/16","SurveyMonkey","C-",861,"lv",49,35,47585,74475,"NH"
"7570","New Hampshire","10/28/16","SurveyMonkey","C-",659,"lv",48,35,47912,74968,"NH"
"7571","Nevada","10/31/16","SurveyMonkey","C-",1016,"lv",43,44,48297,75664,"NV"
"7572","Alabama","10/24/16","SurveyMonkey","C-",479,"lv",36,53,47656,74632,"AL"
"7573","Washington","10/24/16","SurveyMonkey","C-",793,"lv",52,34,47703,74679,"WA"
"7574","New Jersey","10/22/16","Google Consumer Surveys","B",813,"lv",43.94,28.62,47387,74424,"NJ"
"7575","Kentucky","10/17/16","Google Consumer Surveys","B",398,"lv",33.15,43.68,47120,73753,"KY"
"7576","Arkansas","10/10/16","Ipsos","A-",283,"lv",34.43,52.7,47187,73864,"AR"
"7577","South Carolina","10/17/16","Google Consumer Surveys","B",387,"lv",29.2,45.11,47143,73776,"SC"
"7578","Iowa","11/1/16","SurveyMonkey","C-",1604,"lv",37,47,48429,75899,"IA"
"7579","Iowa","10/24/16","SurveyMonkey","C-",1177,"lv",41,44,47671,74647,"IA"
"7580","Maine","10/30/16","SurveyMonkey","C-",529,"lv",47,38,48148,75417,"ME"
"7581","Minnesota","10/24/16","SurveyMonkey","C-",694,"lv",47,37,47679,74655,"MN"
"7582","Iowa","10/10/16","Ipsos","A-",363,"lv",45.62,42.61,47197,73874,"IA"
"7583","New Mexico","10/22/16","SurveyMonkey","C-",1175,"lv",42,34,47587,74477,"NM"
"7584","Delaware","10/10/16","Ipsos","A-",121,"lv",47.83,33.89,47191,73868,"DE"
"7585","Texas","10/30/16","Ipsos","A-",688,"lv",39.31,49.09,48253,75554,"TX"
"7586","Oklahoma","10/10/16","Ipsos","A-",381,"lv",36.08,51.27,47217,73894,"OK"
"7587","Ohio","8/26/16","Emerson College","B",800,"lv",42.5,43.4,45046,69100,"OH"
"7588","New Hampshire","10/12/16","Google Consumer Surveys","B",71,"lv",47.86,23.29,46986,73475,"NH"
"7589","Mississippi","10/28/16","SurveyMonkey","C-",648,"lv",41,48,47907,74963,"MS"
"7590","Louisiana","10/31/16","SurveyMonkey","C-",646,"lv",37,52,48287,75654,"LA"
"7591","New Hampshire","10/10/16","Ipsos","A-",179,"lv",45.11,39.21,47211,73888,"NH"
"7592","Iowa","10/17/16","Google Consumer Surveys","B",424,"lv",34.22,32.63,47115,73748,"IA"
"7593","Connecticut","10/17/16","Google Consumer Surveys","B",344,"lv",40.38,33.37,47109,73742,"CT"
"7594","New Mexico","10/10/16","Ipsos","A-",150,"lv",51.28,35.11,47213,73890,"NM"
"7595","North Dakota","10/12/16","Google Consumer Surveys","B",72,"lv",17.11,41.53,46984,73473,"ND"
"7596","Wisconsin","10/13/16","Ipsos","A-",470,"lv",45.38,41.86,47228,73905,"WI"
"7597","Maine","9/16/16","Maine People's Resource Center","C",835,"lv",37,36.7,45898,71686,"ME"
"7598","Connecticut","10/10/16","Ipsos","A-",437,"lv",52.56,34.83,47190,73867,"CT"
"7599","Mississippi","10/22/16","SurveyMonkey","C-",800,"lv",42,50,47580,74470,"MS"
"7600","Hawaii","10/12/16","Google Consumer Surveys","B",66,"lv",51.35,20.4,46967,73456,"HI"
"7601","West Virginia","10/12/16","Google Consumer Surveys","B",115,"lv",23.1,58.73,47005,73494,"WV"
"7602","New Mexico","10/27/16","SurveyMonkey","C-",892,"lv",45,33,47825,74848,"NM"
"7603","Idaho","10/10/16","Ipsos","A-",171,"lv",35.13,50.7,47194,73871,"ID"
"7604","Minnesota","10/31/16","SurveyMonkey","C-",1055,"lv",47,37,48292,75659,"MN"
"7605","West Virginia","10/28/16","SurveyMonkey","C-",321,"lv",27,58,47931,74987,"WV"
"7606","Delaware","10/12/16","Google Consumer Surveys","B",93,"lv",41.18,28.45,46964,73453,"DE"
"7607","Idaho","10/28/16","SurveyMonkey","C-",447,"lv",31,49,47895,74951,"ID"
"7608","Alaska","10/27/16","SurveyMonkey","C-",294,"lv",39,47,47795,74818,"AK"
"7609","Alabama","10/17/16","Google Consumer Surveys","B",445,"lv",23.68,53.37,47104,73737,"AL"
"7610","South Dakota","10/29/16","SurveyMonkey","C-",281,"lv",27,52,48062,75191,"SD"
"7611","Oregon","10/17/16","Google Consumer Surveys","B",470,"lv",47.73,23.55,47140,73773,"OR"
"7612","Mississippi","10/10/16","Ipsos","A-",171,"lv",37.3,52.08,47206,73883,"MS"
"7613","Delaware","7/22/16","Fairleigh Dickinson University (PublicMind)","A",715,"rv",42,32,44696,68294,"DE"
"7614","Utah","10/31/16","SurveyMonkey","C-",1327,"lv",30,33,48313,75680,"UT"
"7615","Indiana","11/1/16","SurveyMonkey","C-",1253,"lv",35,53,48428,75898,"IN"
"7616","Idaho","10/22/16","SurveyMonkey","C-",500,"lv",29,49,47568,74458,"ID"
"7617","Massachusetts","10/13/16","Ipsos","A-",476,"lv",57,25.36,47203,73880,"MA"
"7618","Missouri","10/6/16","Ipsos","A-",433,"lv",36.11,48.21,46839,73285,"MO"
"7619","Ohio","10/22/16","Google Consumer Surveys","B",832,"lv",31.5,37.21,47391,74428,"OH"
"7620","California","10/17/16","Ipsos","A-",503,"lv",63.82,25.62,47188,73865,"CA"
"7621","Idaho","10/29/16","SurveyMonkey","C-",394,"lv",32,47,48033,75162,"ID"
"7622","Oklahoma","10/24/16","SurveyMonkey","C-",528,"lv",30,57,47692,74668,"OK"
"7623","Maryland","10/31/16","SurveyMonkey","C-",851,"lv",62,27,48289,75656,"MD"
"7624","Pennsylvania","10/20/16","Rasmussen Reports/Pulse Opinion Research","C+",875,"lv",45,40,47354,74102,"PA"
"7625","North Carolina","10/20/16","Rasmussen Reports/Pulse Opinion Research","C+",875,"lv",46,43,47352,74099,"NC"
"7626","Ohio","10/20/16","Rasmussen Reports/Pulse Opinion Research","C+",875,"lv",42,44,47353,74100,"OH"
"7627","Kansas","10/30/16","SurveyMonkey","C-",1123,"lv",37,48,48145,75414,"KS"
"7628","Illinois","11/1/16","SurveyMonkey","C-",1397,"lv",53,36,48427,75897,"IL"
"7629","Vermont","10/12/16","Google Consumer Surveys","B",71,"lv",65.93,10.76,47002,73491,"VT"
"7630","South Dakota","10/28/16","SurveyMonkey","C-",298,"lv",27,53,47924,74980,"SD"
"7631","California","10/30/16","Ipsos","A-",733,"lv",59.58,30.7,48216,75517,"CA"
"7632","Nebraska","10/10/16","Ipsos","A-",207,"lv",34.73,46.81,47209,73886,"NE"
"7633","Virginia","11/1/16","SurveyMonkey","C-",2183,"lv",49,39,48460,75930,"VA"
"7634","Oklahoma","10/31/16","SurveyMonkey","C-",905,"lv",32,56,48305,75672,"OK"
"7635","Colorado","9/22/16","Gravis Marketing","B-",799,"rv",37,41,46031,71987,"CO"
"7636","Maine","10/10/16","Ipsos","A-",202,"lv",47.76,38.69,47201,73878,"ME"
"7637","Tennessee","10/17/16","Google Consumer Surveys","B",401,"lv",26.92,44.64,47145,73778,"TN"
"7638","Florida","10/20/16","Rasmussen Reports/Pulse Opinion Research","C+",875,"lv",46,43,47351,74098,"FL"
"7639","Alabama","10/31/16","SurveyMonkey","C-",722,"lv",36,52,48269,75636,"AL"
"7640","South Dakota","10/12/16","Google Consumer Surveys","B",91,"lv",28.56,38.29,46997,73486,"SD"
"7641","New Hampshire","10/27/16","SurveyMonkey","C-",635,"lv",46,36,47823,74846,"NH"
"7642","Virginia","7/10/16","Fox News/Anderson Robbins Research/Shaw & Company Research","A",601,"rv",39,34,44579,67939,"VA"
"7643","Connecticut","10/24/16","SurveyMonkey","C-",568,"lv",51,38,47662,74638,"CT"
"7644","Wyoming","10/21/16","SurveyMonkey","C-",361,"lv",25,59,47523,74315,"WY"
"7645","Alaska","10/12/16","Google Consumer Surveys","B",71,"lv",34.6,29.98,46956,73445,"AK"
"7646","Iowa","10/12/16","SurveyMonkey","C-",1135,"lv",40,45,47020,73520,"IA"
"7647","Arkansas","10/30/16","SurveyMonkey","C-",593,"lv",36,53,48132,75401,"AR"
"7648","Mississippi","10/27/16","SurveyMonkey","C-",635,"lv",42,47,47818,74841,"MS"
"7649","Massachusetts","10/31/16","SurveyMonkey","C-",1004,"lv",56,29,48290,75657,"MA"
"7650","Georgia","11/1/16","SurveyMonkey","C-",2568,"lv",45,45,48424,75894,"GA"
"7651","South Carolina","10/31/16","SurveyMonkey","C-",1583,"lv",43,47,48309,75676,"SC"
"7652","New York","11/1/16","SurveyMonkey","C-",2131,"lv",58,32,48446,75916,"NY"
"7653","Maryland","10/6/16","Ipsos","A-",487,"lv",53.72,31.56,46834,73280,"MD"
"7654","Massachusetts","10/17/16","Google Consumer Surveys","B",485,"lv",48.34,23.72,47122,73755,"MA"
"7655","Kentucky","10/10/16","Ipsos","A-",458,"lv",41.04,51.6,47199,73876,"KY"
"7656","Illinois","10/22/16","Google Consumer Surveys","B",1053,"lv",37.07,30.39,47370,74407,"IL"
"7657","Texas","10/22/16","Google Consumer Surveys","B",1026,"lv",30.24,43.55,47399,74436,"TX"
"7658","Tennessee","10/31/16","SurveyMonkey","C-",1063,"lv",41,49,48311,75678,"TN"
"7659","Indiana","10/24/16","SurveyMonkey","C-",740,"lv",36,50,47670,74646,"IN"
"7660","Montana","10/3/16","Ipsos","A-",139,"lv",33.91,54.15,46840,73286,"MT"
"7661","Maine","10/12/16","Google Consumer Surveys","B",82,"lv",42.77,25.71,46977,73466,"ME"
"7662","Oregon","10/10/16","Ipsos","A-",644,"lv",46.28,37.24,47218,73895,"OR"
"7663","Rhode Island","10/12/16","Google Consumer Surveys","B",45,"lv",57.33,13.05,46995,73484,"RI"
"7664","Nevada","10/30/16","SurveyMonkey","C-",937,"lv",43,44,48157,75426,"NV"
"7665","Pennsylvania","10/22/16","Google Consumer Surveys","B",839,"lv",39.02,38.79,47394,74431,"PA"
"7666","Kansas","10/29/16","SurveyMonkey","C-",1164,"lv",37,48,48037,75166,"KS"
"7667","Georgia","10/24/16","SurveyMonkey","C-",2433,"lv",44,45,47666,74642,"GA"
"7668","New Jersey","10/31/16","SurveyMonkey","C-",943,"lv",55,37,48299,75666,"NJ"
"7669","Pennsylvania","10/19/16","Rasmussen Reports/Pulse Opinion Research","C+",875,"lv",45,41,47313,74017,"PA"
"7670","Ohio","10/19/16","Rasmussen Reports/Pulse Opinion Research","C+",875,"lv",42,43,47312,74016,"OH"
"7671","North Carolina","10/19/16","Rasmussen Reports/Pulse Opinion Research","C+",875,"lv",47,41,47311,74026,"NC"
"7672","Connecticut","10/31/16","SurveyMonkey","C-",925,"lv",52,38,48275,75642,"CT"
"7673","Wyoming","10/12/16","Google Consumer Surveys","B",61,"lv",16.58,51.9,47006,73495,"WY"
"7674","Florida","10/17/16","Ipsos","A-",631,"lv",48.01,44.38,47192,73869,"FL"
"7675","Georgia","10/13/16","Ipsos","A-",523,"lv",40.91,49.4,47193,73870,"GA"
"7676","Missouri","10/31/16","SurveyMonkey","C-",879,"lv",39,49,48294,75661,"MO"
"7677","Georgia","10/31/16","SurveyMonkey","C-",2872,"lv",44,46,48279,75646,"GA"
"7678","Wisconsin","11/1/16","SurveyMonkey","C-",1869,"lv",44,43,48463,75933,"WI"
"7679","New York","10/24/16","SurveyMonkey","C-",1630,"lv",57,32,47688,74664,"NY"
"7680","New York","10/22/16","Google Consumer Surveys","B",1089,"lv",43.97,29.08,47390,74427,"NY"
"7681","Kansas","10/22/16","SurveyMonkey","C-",1842,"lv",36,48,47572,74462,"KS"
"7682","Florida","10/19/16","Rasmussen Reports/Pulse Opinion Research","C+",875,"lv",46,41,47310,74014,"FL"
"7683","Iowa","10/31/16","SurveyMonkey","C-",1469,"lv",37,47,48284,75651,"IA"
"7684","Wisconsin","10/24/16","SurveyMonkey","C-",1338,"lv",43,42,47705,74681,"WI"
"7685","Tennessee","10/6/16","Ipsos","A-",541,"lv",34.58,47.28,46855,73301,"TN"
"7686","West Virginia","10/27/16","SurveyMonkey","C-",294,"lv",27,59,47842,74865,"WV"
"7687","Kentucky","10/31/16","SurveyMonkey","C-",843,"lv",35,55,48286,75653,"KY"
"7688","Maryland","10/17/16","Google Consumer Surveys","B",414,"lv",49.12,25.44,47123,73756,"MD"
"7689","Virginia","7/8/16","Marist College","A",876,"rv",41,34,44591,67964,"VA"
"7690","Florida","10/30/16","Ipsos","A-",896,"lv",46.68,47.07,48220,75521,"FL"
"7691","New Jersey","10/13/16","Ipsos","A-",795,"lv",52.66,31.71,47212,73889,"NJ"
"7692","Kansas","10/28/16","SurveyMonkey","C-",1273,"lv",36,47,47899,74955,"KS"
"7693","Iowa","7/7/16","Marist College","A",822,"rv",37,37,44572,67921,"IA"
"7694","Nebraska","10/30/16","SurveyMonkey","C-",599,"lv",34,50,48156,75425,"NE"
"7695","Idaho","10/12/16","Google Consumer Surveys","B",161,"lv",23.38,33.65,46969,73458,"ID"
"7696","Montana","10/12/16","Google Consumer Surveys","B",141,"lv",27.78,28.31,46982,73471,"MT"
"7697","Tennessee","10/24/16","SurveyMonkey","C-",565,"lv",38,51,47698,74674,"TN"
"7698","Virginia","10/13/16","Ipsos","A-",685,"lv",49.04,37.04,47225,73902,"VA"
"7699","Pennsylvania","10/24/16","SurveyMonkey","C-",2512,"lv",47,42,47694,74670,"PA"
"7700","Nevada","10/29/16","SurveyMonkey","C-",994,"lv",42,43,48049,75178,"NV"
"7701","Idaho","10/27/16","SurveyMonkey","C-",407,"lv",31,49,47806,74829,"ID"
"7702","Arizona","10/24/16","SurveyMonkey","C-",1747,"lv",42,43,47658,74634,"AZ"
"7703","Georgia","10/17/16","Google Consumer Surveys","B",551,"lv",33.26,42.1,47113,73746,"GA"
"7704","West Virginia","10/10/16","Ipsos","A-",129,"lv",39.5,55.84,47227,73904,"WV"
"7705","Utah","10/30/16","SurveyMonkey","C-",1247,"lv",30,33,48173,75442,"UT"
"7706","California","10/24/16","SurveyMonkey","C-",2431,"lv",54,31,47660,74636,"CA"
"7707","Arizona","9/21/16","Data Orbital","",550,"lv",38,40,46160,72169,"AZ"
"7708","North Carolina","9/19/16","Public Policy Polling","B+",1024,"lv",43,45,45912,71747,"NC"
"7709","Colorado","10/6/16","Ipsos","A-",561,"lv",46.61,40.89,46821,73267,"CO"
"7710","District of Columbia","10/21/16","SurveyMonkey","C-",504,"lv",88,5,47480,74318,"DC"
"7711","South Dakota","9/26/16","Ipsos","A-",113,"lv",35.73,45.45,46670,72964,"SD"
"7712","Georgia","8/2/16","Time/Abt SRBI","A-",847,"rv",41,38,44773,68527,"GA"
"7713","Louisiana","10/30/16","SurveyMonkey","C-",546,"lv",37,51,48147,75416,"LA"
"7714","Colorado","7/10/16","Fox News/Anderson Robbins Research/Shaw & Company Research","A",600,"rv",37,28,44578,67937,"CO"
"7715","Washington","10/6/16","Ipsos","A-",602,"lv",46.94,37.24,46859,73305,"WA"
"7716","Arizona","7/29/16","Integrated Web Strategy","",679,"lv",41.3,48.8,44707,68311,"AZ"
"7717","Texas","10/24/16","SurveyMonkey","C-",2377,"lv",40,47,47699,74675,"TX"
"7718","South Dakota","10/27/16","SurveyMonkey","C-",266,"lv",29,55,47835,74858,"SD"
"7719","California","11/1/16","SurveyMonkey","C-",2691,"lv",56,30,48418,75888,"CA"
"7720","Minnesota","10/30/16","SurveyMonkey","C-",928,"lv",47,37,48152,75421,"MN"
"7721","Washington","10/31/16","SurveyMonkey","C-",944,"lv",53,34,48316,75683,"WA"
"7722","Iowa","7/7/16","Gravis Marketing","B-",1318,"a",39,37,44577,67935,"IA"
"7723","Pennsylvania","9/2/16","Quinnipiac University","A-",778,"lv",44,39,45434,70746,"PA"
"7724","Florida","7/8/16","Greenberg Quinlan Rosner (Democracy Corps)","B-",1100,"lv",45,40,44592,67965,"FL"
"7725","Georgia","7/30/16","SurveyUSA","A",628,"lv",42,46,44740,68406,"GA"
"7726","Maryland","10/30/16","SurveyMonkey","C-",772,"lv",63,26,48149,75418,"MD"
"7727","Maine","10/29/16","SurveyMonkey","C-",428,"lv",49,37,48040,75169,"ME"
"7728","Kentucky","7/31/16","Harper Polling","B-",500,"rv",36,49,44767,68497,"KY"
"7729","Oregon","10/31/16","SurveyMonkey","C-",1150,"lv",51,36,48306,75673,"OR"
"7730","Virginia","10/31/16","SurveyMonkey","C-",2073,"lv",48,40,48315,75682,"VA"
"7731","Nevada","10/12/16","Google Consumer Surveys","B",253,"lv",33.6,35.34,46989,73478,"NV"
"7732","Indiana","10/6/16","Ipsos","A-",434,"lv",38.27,47.14,46828,73274,"IN"
"7733","Kansas","10/3/16","Ipsos","A-",382,"lv",37.9,50.27,46830,73276,"KS"
"7734","Illinois","10/10/16","Ipsos","A-",409,"lv",60.31,27.44,46827,73273,"IL"
"7735","Delaware","10/3/16","Ipsos","A-",135,"lv",46.96,39.29,46823,73269,"DE"
"7736","Arkansas","10/12/16","Google Consumer Surveys","B",189,"lv",34.43,38.13,46958,73447,"AR"
"7737","Ohio","10/24/16","SurveyMonkey","C-",1980,"lv",40,45,47691,74667,"OH"
"7738","Nevada","10/3/16","Ipsos","A-",347,"lv",40.77,38.73,46842,73288,"NV"
"7739","Missouri","9/26/16","Remington","",1279,"lv",39,49,46228,72287,"MO"
"7740","Florida","8/16/16","Saint Leo University","C+",1380,"lv",51.7,37.7,44919,68907,"FL"
"7741","Oregon","10/24/16","SurveyMonkey","C-",658,"lv",50,35,47693,74669,"OR"
"7742","South Carolina","10/30/16","SurveyMonkey","C-",1501,"lv",43,47,48169,75438,"SC"
"7743","Nebraska","10/12/16","Google Consumer Surveys","B",217,"lv",27.82,40.76,46985,73474,"NE"
"7744","Pennsylvania","11/1/16","SurveyMonkey","C-",2691,"lv",46,43,48452,75922,"PA"
"7745","Vermont","7/17/16","Castleton University","B+",637,"lv",39,17,44700,68298,"VT"
"7746","Virginia","8/3/16","YouGov","B",1181,"lv",49,37,44786,68580,"VA"
"7747","Nevada","10/28/16","SurveyMonkey","C-",1010,"lv",43,42,47911,74967,"NV"
"7748","Arizona","11/1/16","SurveyMonkey","C-",2154,"lv",44,43,48416,75886,"AZ"
"7749","Virginia","7/26/16","RABA Research","C+",655,"rv",42,46,44714,68358,"VA"
"7750","Idaho","10/3/16","Ipsos","A-",199,"lv",31.26,54.18,46826,73272,"ID"
"7751","Washington","10/17/16","Google Consumer Surveys","B",594,"lv",45.72,25.4,47150,73783,"WA"
"7752","Arizona","8/3/16","YouGov","B",1095,"lv",42,44,44784,68578,"AZ"
"7753","District of Columbia","10/6/16","Google Consumer Surveys","B",61,"lv",57.9,15.1,46693,72997,"DC"
"7754","Iowa","7/9/16","Monmouth University","A+",401,"lv",42,44,44558,67863,"IA"
"7755","Colorado","10/24/16","SurveyMonkey","C-",1731,"lv",45,38,47661,74637,"CO"
"7756","South Carolina","10/3/16","Ipsos","A-",346,"lv",45.97,48.85,46853,73299,"SC"
"7757","New Hampshire","10/6/16","Google Consumer Surveys","B",76,"lv",56.62,17.43,46716,73020,"NH"
"7758","Maryland","10/22/16","SurveyMonkey","C-",1046,"lv",62,27,47576,74466,"MD"
"7759","Alabama","10/30/16","SurveyMonkey","C-",621,"lv",35,53,48129,75398,"AL"
"7760","Michigan","10/25/16","Mitchell Research & Communications","D",1030,"lv",48,42,47541,74353,"MI"
"7761","Colorado","11/1/16","SurveyMonkey","C-",2302,"lv",43,40,48419,75889,"CO"
"7762","Maine","10/28/16","SurveyMonkey","C-",432,"lv",49,37,47902,74958,"ME"
"7763","New York","10/31/16","SurveyMonkey","C-",1949,"lv",57,32,48301,75668,"NY"
"7764","Mississippi","10/3/16","Ipsos","A-",196,"lv",41.16,48.59,46838,73284,"MS"
"7765","Arkansas","10/3/16","Ipsos","A-",314,"lv",35.6,52.44,46819,73265,"AR"
"7766","Massachusetts","10/30/16","SurveyMonkey","C-",878,"lv",57,29,48150,75419,"MA"
"7767","Wyoming","8/20/16","SurveyMonkey","C-",727,"rv",21,57,45392,70598,"WY"
"7768","New York","10/10/16","Ipsos","A-",434,"lv",52.61,26.67,46846,73292,"NY"
"7769","Wisconsin","10/6/16","Ipsos","A-",622,"lv",41.56,37.39,46861,73307,"WI"
"7770","Virginia","10/17/16","Google Consumer Surveys","B",644,"lv",40.71,31.13,47148,73781,"VA"
"7771","California","10/22/16","Google Consumer Surveys","B",1208,"lv",47.86,23.83,47360,74397,"CA"
"7772","Maine","10/3/16","Ipsos","A-",244,"lv",48.2,34.82,46833,73279,"ME"
"7773","Utah","9/5/16","Dan Jones & Associates","C+",605,"lv",24,39,45706,71311,"UT"
"7774","Minnesota","10/6/16","Ipsos","A-",611,"lv",42.74,35.8,46837,73283,"MN"
"7775","Kentucky","10/24/16","SurveyMonkey","C-",384,"lv",30,61,47673,74649,"KY"
"7776","Colorado","7/8/16","Marist College","A",794,"rv",39,33,44588,67958,"CO"
"7777","Texas","11/1/16","SurveyMonkey","C-",2645,"lv",42,47,48457,75927,"TX"
"7778","Delaware","10/6/16","Google Consumer Surveys","B",103,"lv",40.37,28.34,46694,72998,"DE"
